,conservation_label,url,title,content
80,0,https://www.xataka.com.co/medicina-y-salud/vas-a-adoptar-mascota-colombia-este-dato-te-interesa-1doc3-donara-500-licencias-para-atencion-veterinaria,"Si vas a adoptar mascota en Colombia, este dato te interesa: 1DOC3 donará 500 licencias para atención veterinaria","Adopta una mascota y una pionera del ecosistema de salud digital en Colombia se encarga de las consultas veterinarias por un año. Esa es la oferta que hace 1DOC3 (se lee uno-doc-tres) mediante fundaciones y asociaciones de adopción en Colombia y en México.
 Serán 500 licencias con validez de un año. Los beneficiados también tendrán acceso a los demás servicios de atención de la plataforma, como consultas médicas profesionales de diferentes especialidades como: medicina general, nutrición, psicología, entre otras, todo en menos de un minuto, vía su dispositivo móvil o computador.
 Las licencias se entregarán a la Fundación Guardería Canina Meraki, Doggy in home, la Fundación Granja de Mascotas y la Fundación El Gatio en Colombia, así como a Rescate Animal en México. Las organizaciones beneficiadas, a su vez, entregarán dichas licencias a cada adoptante.
 La plataforma 1DOC3 permite establecer contacto con un profesional en menos de un minuto a través del celular y aclarar las dudas de las personas sobre sus mascotas, posibles síntomas e inquietudes. También se habilitó un espacio para que los adoptantes conozcan sobre los correctos manejos y cuidados que debe recibir el nuevo miembro de la familia. El servicio está disponible 24 horas y se puede activar a través de un chat o videochat.
 Nos llena de felicidad donar estas licencias a cinco fundaciones para que los nuevos adoptantes tengan la oportunidad de brindarle a su nuevo miembro de la familia la atención veterinaria que necesita. Hoy hemos entendido que el concepto de familia es más grande y que las mascotas forman parte importante del hogar, indicó Javier Andrés Cardona, CEO de 1DOC3.
 En ciudades de Colombia como Bogotá hay más de 66 mil perros callejeros que viven en difíciles condiciones. Se estima, por su parte, que hasta el 70 por ciento de los perros y gatos en México están en abandono."
219,1,https://www.elcomercio.com/actualidad/mundo/hipopotamos-pablo-escobar-llegada-ecuador.html,Hipopótamos de Pablo Escobar podrían llegar a Ecuador,"Vista de tres hipopótamos que pertenecieron al narcotraficante Pablo Escobar, en una fotografía de archivo. Foto: EFELas autoridades colombianas evalúan la posibilidad de enviar a México, India y Ecuador a 72 hipopótamos que han nacido en el centro del país luego de que el narcotraficante Pablo Escobar trajera en 1984 a los primeros cuatro para su hacienda.
 
 El jefe de la Oficina de Gestión de Biodiversidad de la Corporación Autónoma Regional de las Cuencas de los Ríos Negro y Nare (Cornare), David Echeverry, explicó que están ""haciendo los contactos respectivos"" para ""la posible salida de hipopótamos"" de Colombia y con el país receptor.
 
 ""En India nos han dicho que pueden recibir hasta 60 hipopótamos, en México tienen una capacidad de recibir hasta 10 y Ecuador ha manifestado la posibilidad de recibir dos hipopótamos"", detalló.
 
 En el apogeo de su imperio criminal, Escobar construyó un zoológico en su Hacienda Nápoles, de casi 3 000 hectáreas, ubicada en Puerto Triunfo, en el departamento de Antioquia.
 
 Hasta ese lugar llevó animales exóticos de todas partes del mundo que lo convirtieron en toda una sensación por lo extravagante de la propiedad sobre cuyo portón de entrada mandó instalar una avioneta que simbolizaba el medio de transporte de sus envíos de cocaína a EE.UU.
 
 Tras su muerte en 1993, y con el fin de su cartel de las drogas, los animales del zoológico de Escobar quedaron sin control en un entorno que no era el suyo y encontraron en las planicies del Magdalena Medio un nuevo hogar al que rápidamente se acostumbraron por las condiciones favorables del terreno, regado por las aguas del río Magdalena, el principal de Colombia.
 
 Sin embargo, los exóticos paquidermos se convirtieron con el tiempo en un peligro para la fauna, la flora y los campesinos de la región, uno de los cuales sufrió graves heridas al ser atacado en 2020 cuando fumigaba un potrero.
 
 El gobernador de Antioquia, Aníbal Gaviria, aseguró este jueves que la ""Fundación Internacional Ostok Sanctuary ha manifestado su interés de traslocar un grupo de 70 hipopótamos de Puerto Triunfo a santuarios naturales de la India y de México"".
 
 Gaviria espera el visto bueno del Gobierno Nacional para que se ""acelere la autorización para lograr ese propósito, que es ambiental, de defensa y de protección de los animales"".
 
 En ese sentido, Echeverry recordó la experiencia positiva que han tenido las autoridades ambientales de la región ""lidiando con esta problemática"".
 
 ""Sabemos cómo capturarlos y cómo poderlos enguacalar (encerrarlos en guacales). Ya de ahí, lo que sigue, es gestionar todo lo que tiene que ver con la logística, con la posibilidad de contratar un avión, que estamos viendo a través de qué medios internacionales nos pueden ayudar con la contratación de estas actividades, pero es una actividad que es posible"", añadió.
 
 Entre las preocupaciones de los investigadores que estudian a esta población de hipopótamos están ""que siga aumentando como indican las proyecciones y los modelos que se han definido"", alertó a EFE María Piedad Baptiste, investigadora del Instituto Humboldt, en abril del año pasado.
 
 Visita nuestros portales:"
137,0,https://www.eluniversal.com.co/sucesos/el-lobo-y-ruben-eran-amigos-ambos-fueron-encontrados-muertos-a-bala-GC7985338,‘El Lobo’ y Rubén eran amigos: ambos fueron encontrados muertos a bala,"La búsqueda de Rubén Darío Torres Arroyo, de 22 años, terminó el sábado en la noche en Marialabaja. Su cuerpo fue hallado atado de manos y piernas y se dice que también tenía la boca amarrada con un trapo. Al parecer tenía un tiro de gracia. ¿Qué relación tiene con la muerte de alias el Lobo? Lea aquí: En ataque a bala hieren a futbolista de Real Cartagena y Selección Colombia
 En la madrugada del viernes 3 de marzo, en la vía que comunica a Marialabaja con Cartagena, más exactamente en la vereda El Sena, fue hallado el cuerpo de Estiven José Torres Barrios, de 27 años y apodado el Lobo.
 Estaba a un lado de la vía y quienes se percataron de lo sucedido dieron aviso a las autoridades, pues se pensó que pudo haber sido un accidente de tránsito.
 La Sijín llegó al sitio e hizo el levantamiento del cuerpo. Allí se confirmó que el Lobo tenía un impacto de bala en la cabeza.
 Andaban juntos
 Momentos después de que se conociera la muerte de el Lobo, familiares de Rubén Darío Torres Arroyo comenzaron a preocuparse, pues ambos andaban juntos y de este último no se conocía su paradero.
 Todo indica que el Lobo llegó a la casa de Torres Arroyo en el barrio Las Delicias, en Marialabaja, el día jueves, y los dos salieron del lugar.
 Lo que me dicen es que ese muchacho fue a buscar al hijo mío y salieron no se a dónde. Él vivía con la mamá, pues nos separamos hace años. Como no aparecían los buscaron a los dos. Él viernes fue que apareció muerto el otro muchacho, dijo Rubén Torres, papá de Rubén Darío.
 Explicó que lo llamaron para informarle que su hijo no parecía y dieron aviso a las autoridades. Lea aquí: Video: Sicario entró a una barbería, mató a cliente e hirió a otros dos
 El joven fue hallado en la vereda Munguía, zona rural de Maríalabaja. Eso fue en la noche, me dicen que estaba amarrado, pero no se cómo lo mataron. La Policía aún no me ha dado información de su muerte, yo he estado haciendo las vueltas acá en Medicina Legal, precisó el papá del hoy difunto.
 ¿Qué hacían?
 Una fuente de la Policía no confirmó si tenía anotaciones judiciales, pero si informó que alias el Lobo era un reconocido generador de inseguridad en Marialabaja. Lea aquí: Se repite la tragedia: motociclista choca con vaca en la vía y muere
 Sobre Rubén Darío Torres Lobo, su padre indicó que un tiempo atrás estuvo recluido en la cárcel de Ternera pero no indicó por qué delito.
 La Policía de Bolívar inició las investigaciones y busca establecer las causas de estas dos muertes. Una de las hipótesis que investigan es que podría tratarse de una retaliación. No hay capturas."
201,1,https://es-us.noticias.yahoo.com/16-500-hect%C3%A1reas-perdido-incendios-235105530.html,Más de 16.500 hectáreas se han perdido por los incendios forestales en Colombia,"Bogotá, 27 feb (EFE).- Los incendios forestales han consumido más de 16.821 hectáreas desde enero pasado y hasta la fecha en Colombia, informaron este lunes fuentes oficiales que alertaron que hay llamas en dos de los 32 departamentos del país.
 
 La Unidad Nacional para la Gestión del Riesgo de Desastres (UNGRD) detalló en un comunicado que desde el 1 de enero hasta la fecha han ocurrido 330 incendios de cobertura vegetal en 170 municipios que dejan 16.821 hectáreas afectadas.
 
 De los 330 incendios de cobertura vegetal que se han registrado, 327 fueron liquidados, dos están activos y uno está controlado. Igualmente, la información desglosa que 83 de estos eventos ocurrieron en el departamento de Cundinamarca, del que Bogotá es su capital, 37 en Meta, 34 en Boyacá, 29 en Antioquia y 27 en Huila.
 
 De los incendios activos, uno es en el municipio de Barrancabermeja, Santander; y otro en Ciénaga, en Magdalena.
 
 Ambos son atendidos y monitoreados por el Consejo Municipal de Gestión del Riesgo de Desastres (CMGRD) y el Cuerpo de Bomberos Voluntarios (CBV) de estos territorios.
 
 Por otro lado, la Unidad informó hoy que del 16 diciembre de 2022 al 15 febrero de 2023 hubo 478 incendios de cobertura vegetal que afectaron a 24 municipios del país y que consumieron 21.858 hectáreas de vegetación.
 
 Las autoridades no han reportado muertos o heridos por los incendios forestales del país.
 
 (c) Agencia EFE"
57,0,https://actualidad.rt.com/actualidad/459402-fashion-racista-expiro-marca-esclavista-cartagena,"El racismo como concepto: Una marca de ropa provoca repudio en Colombia por una ""performance esclavista""","Una vez más ocurrió. Las usuarias en las redes denunciaron que hubo prácticas racistas durante la inauguración de una tienda en la ciudad turística colombiana de Cartagena (Bolívar) donde las modelos posaban junto a mujeres vestidas como habitantes de San Basilio de Palenque, un corregimiento conocido como el ""primer pueblo libre de América"" y constituido por afrodescendientes.
 En la presentación de la sede de la marca de trajes de baño Baobab [nombre de un árbol nativo de África] en esa ciudad, las modelos fueron ubicadas junto a mujeres trajeadas con amplias faldas y pañoletas blancas, a semejanza de las palenqueras, descendientes de africanos esclavizados que conformaron esa población libre en el siglo XVII, a 50 kilómetros de Cartagena.
  Históricamente las palenqueras han sido discriminadas en esa capital, a la que acuden a vender dulces criollos a base de frutas, cultivadas en sus huertos familiares. Las autoridades les tienen prohibida la entrada a varios lugares y constantemente las persiguen.
 Algo que también sorprendió negativamente a las internautas es que, al igual como ocurre en la cotidianidad, a las afrodescendientes no se les permitió la entrada al local comercial, a pesar de que fueron fotografiadas y posaron junto a distintas personalidades a las afueras del local.
 Palenque en cifras
 Palenque de San Basilio fue declarado en 2005 como Patrimonio Oral e Inmaterial de la Humanidad, sin embargo, sus habitantes no escapan de la precarización laboral y el conflicto armado que se ha extendido por décadas en el país.
 En ese corregimiento, donde habitan unas 3.500 personas, también hay carencia de energía eléctrica, agua potable y telefonía, y deficiencia de instalaciones sanitarias y vialidad, entre otros.
 Y es que la falta de empleo afectó a 15,2 % de los negros, afrocolombianos, raizales o palenqueros, según cifras de 2022 del Departamento Administrativo Nacional de Estadística (DANE), mientras que para las mujeres del mismo grupo étnico la tasa fue 21,5 %.
 Las mujeres palenqueras tienen como fuente de ingreso la venta de los productos de sus siembras familiares, principalmente. Sin embargo, en otras oportunidades se ha denunciado su ""instrumentalización"" y ""explotación"" como atractivo turístico.
 La población afrodescendiente en Colombia se estima en cuatro millones de personas, aunque hay controversia sobre esa cifra.
 Lluvia de críticas
 Varias mujeres expresaron su malestar en las redes, a través de trinos y videos en la plataforma TikTok, en la que analizaron el mensaje que promovió la marca de ropa. 
 Una de ellas fue la escritora y columnista Vanessa Rosales, que sentenció que el ""fashion' clasista y racista expiró"".
 En una serie de tuis, Rosales dijo que esa empresa de moda llegó a una ""ciudad de herida colonial, racista y y desigual"".
 ""La tienda, preciosa por dentro, no acoge a esas mismas mujeres que son parte del 'festín'. Es decir, la violencia simbólica es feroz: hay una frontera"", escribió.
 La marca #Baobab arriba para abrir una tienda en mi ciudad, Cartagena de Indias. Y elige un ""lanzamiento"" que consiste en ubicar a mujeres blancasmestizas a bailar con mujeres afro, vestidas de blanco, vestidas de esclavización.
 — Vanessa Rosales (@VanessaRosales_) February 26, 2023
 En otra de sus interacciones pidió que cesaran ese tipo de conductas discriminatorias. 
 ""Tienen todos los insumos disponibles para evadir este tipo de prácticas obtusas que solo reproducen el colonialismo, el racismo y la exclusión. El discurso de la moda del euronorteamericana del siglo XX hace muchísimo que se venció"", sostuvo la escritora.
 Otra usuaria lamentó que se ha ""normalizado"" que ""las mujeres negras acompañen el festejo y el entretenimiento y que adentro no exista ni rastro de ellas"".
 de verdad lo tienen tan normalizado y es tan estructural que es completamente normal que las mujeres negras acompañen el festejo y el entretenimiento y que adentro no exista ni rastro de ellas. adentro ya la cosa no es conjunta, adentro los/as blancos/as en el evento principal pic.twitter.com/eWNrK6KpsX
 — Juliana (@sinwaifai) February 26, 2023
 Una tuitera, por su parte, dijo sentirse ""viendo una novela de blancos privilegiados y esclavismo"". ""No sé en qué parte de la creación de la campaña racismo se volvió un concepto"", se preguntó.
 Por su parte, la politóloga Valeria Akl se refirió a la ""romantización del pasado colonial"" y de la contratación de ""mujeres racializadas para hacer un performance esclavista"".
 Una vez más vemos cómo una marca de vestidos de baño recurre a la romantización del pasado colonial. Esta vez ocurrió en un evento de la marca baobab, en la ciudad de Cartagena, donde contrataron a mujeres racializadas para hacer un performance esclavista. pic.twitter.com/hFxvyN6cbD
 — Valeria Akl (@ValeriaAkl) February 26, 2023
 En un video, la 'tiktoker' Yudis Rivas habló de una ""incómoda división racial y socioeconómica que salta a la vista"" en el evento.
 ""¿Se pusieron a pensar en la realidad socioeconómica que llevan a estas mujeres a disfrazarse y a estar todo el día paradas en una calle o frente a un local para que la gente blanco-mestiza se divierta y tome fotos?"", cuestionó.
 La respuesta de Baobab
 Tras el aluvión de cuestionamientos y acusaciones, la marca publicó un comunicado en su cuenta de Instagram para afirmar que ""la crítica siempre tendrá un espacio importante"", y que están abiertos a ""repensar y deconstruir su relación con el entorno"".
 Alegan que las mujeres vestidas como palenqueras eran integrantes de una ""comparsa local"", que formaba parte de una ""estrategia de expectativa de la marca"".
 ""Las mujeres palenqueras son mujeres afro que, a través de un trabajo digno y de altísimo valor cultural, enaltecen una práctica que hace parte del patrimonio de Cartagena"", afirma la marca en su defensa.
 En el escrito agradecen y reconocen ""la importancia del debate"" en torno al racismo y la ""visibilización de lo que ha sido normalizado"".
 Si te ha parecido interesante, ¡compártelo con tus amigos!"
221,0,https://www.elperiodico.com/es/internacional/20230228/selva-darien-infierno-cruzan-migrantes-83858020,La selva del Darién: el infierno que cruzan los migrantes latinoamericanos antes de llegar a Estados Unidos,"Avanzaron a tientas, bajo la vigilancia de águilas arpías. Los capibaras, como se conocen a los roedores más grandes del mundo, a veces les mordían los talones. Escucharon ladridos de perros salvajes: un posible desastre en ciernes. No el único. Bajo olas de calor que encendían la piel esquivaron alacranes, ranas y hormigas venenosas, serpientes, jaguares e insectos trasmisores del dengue, la malaria o el chikungunya. El Servicio Nacional de Migración panameño ha contabilizado que 45.727 migrantes irregulares, casi todos latinoamericanos, han cruzado bajo esas condiciones la selva conocida como el tapón del Darién en lo que va del presente año. Lo hicieron sin girar sobre sus talones, encomendándose a un cielo que la fronda oculta, con el único anhelo de llegar a Estados Unidos.Fue durante una expedición de 'National Geographic', hace más de medio siglo, que la espesa frontera de 575.000 hectáreas que separa a Panamá de Colombia comenzó a llamarse de esa manera. El modo de designar esa zona presenta de entrada problemas entonces no imaginados: un tapón sella, impide, dificulta. Pero una cosa es evitar que se derrame el contenido de una botella y otra obturar la salida de un flujo incesante de hombres, mujeres y niños. Ellos deben desafiar a la naturaleza, pero también a remanentes guerrilleros y narcotraficantes. 
 
 La crisis regional ha convertido a esa fronda inexpugnable en una impensada ruta hacia al imaginado paraíso. Las autoridades panameñas estiman que por el Darién pasaron en enero 24.634 personas mientras en febrero el número ha sido de 21.093. El salto respecto al mismo período de 2022 es abismal: entonces se registraron 8.964 casos. Pero ese número fue creciendo a lo largo del pasado año hasta llegar a 250.000, casi el doble que en 2021. Entre ese contingente había 40.000 menores.
 
 Haití, Ecuador y Venezuela
 
 En lo que respecta al primer bimestre de 2023, unas 16.200 personas provenían de Haití, 11.070 habían salido de Ecuador y 7.900 de Venezuela. Los demás llegaron a las puertas de la selva desde la India (1.246), la vecina Colombia (822), República Dominicana (181) y Cuba (168). Un 28% de quienes se lanzan a la odisea en condiciones aberrantes, de acuerdo con Human Rights Watch, son mujeres. La cantidad de niños, niñas y adolescentes asciende a un 16% del total. 
 
 Cuenta Dante en la 'Divina Comedia' que, al asomarse al infierno, acompañado del poeta Virgilio, se encuentra con un cartel que lo invita a abandonar toda esperanza. Necoclí, una localidad del departamento de Antioquia ubicada casi 800 kilómetros al noroeste de Bogotá, se abstiene de exhibir esa leyenda, pero la recomendación flota en el aire. La entrada al tapón no invita a ilusionarse. Se accede primero en lanchas que cruzan el Golfo de Urabá hacia el río Acandí. Recién después se inicia el verdadero calvario. El verde de la foresta engaña. Al internarse, el migrante enfrenta crecidas de río voraces, lodazales que llegan a cubrir buena parte de cuerpos que se mueven lentamente. Aparecen las fracturas y las enfermedades. El recorrido se siembra de cadáveres. La Organización Internacional para las Migraciones (OIM) ha informado que de 36 personas fueron tragadas por la selva en 2022. Se cree que esa estimación es apenas una pequeña fracción de la cantidad de vidas perdidas.
 
 Acechanzas fatales
 
 Panamá ha suspendido recientemente el traslado de migrantes en bus desde la selva hasta un albergue próximo a la frontera con Costa Rica después del accidente que provocó el fallecimiento de 40 personas, entre ellos 11 venezolanos. Allí viajaban a su vez cuatro africanos: dos cameruneses, un nigeriano y otro hombre procedente de Eritrea.
 
 La selva pone a prueba la capacidad de supervivencia en todo momento. A veces, el azar muestra su carta de perdición. En otras ocasiones es la propia barbarie que muestra sus fauces. La Cruz Roja de Panamá calcula que hasta un 15% de los que se aventuran a llegar del otro lado de Darién han sufrido situaciones de violencia sexual.
 
 Entre el barro y los animales salvajes, en medio de un calor abrasivo, acechan, además, las bandas criminales. La revista colombiana 'Cambio' ha revelado que grupos de narcotraficantes exigen una contraprestación a aquellos que quieren llegar a Panamá y no tienen dinero: deben esconder droga en sus equipajes, hacer, en definitiva, un trabajo de ""hormiga"" sin garantía de éxito. 
 
 Hoy visitando Bajo Chiquito y Canaan Membrillo con @migracionpanama y @senafrontpanama hablando con migrantes cruzando el #Darien y escuchando las comunidades locales. Programando nuestras acciones con @StatePRM y @USEmbPAN@oimpanamapic.twitter.com/0zRnW0YgL6
 
 — Giuseppe Loprete (@g_loprete) 23 de febrero de 2023
 
 Noticias relacionadasSe entra a la selva con arrojo y mucha desesperación. La salida del Darién es un pequeño paraje panameño conocido como Canaán Membrillo, de la comunidad originaria Emberá. Giuseppe Loprete, jefe de misión de la OIM en Panamá asegura haber escuchado allí historias escalofriantes de los que lograron su proeza. Algunos migrantes dejan en la selva a un ser querido y llegan a Canaán Membrillo con trastornos psicológicos y físicos. 
 
 Traen las marcas de la deshidratación y la fatiga extrema, la leishmaniasis cutánea y el paludismo. Les diagnostican fallos cardiorrespiratorios, dolores en los pies y crisis de pánico. Durante las noches de recuperación irrumpen los recuerdos de las pesadillas que no formaban parte de los sueños de modesta prosperidad. Ellas y ellos se despiertan con la certeza de que algo peor les espera: alcanzar la frontera mexicana y, después, mucho después, Estados Unidos, si es que la suerte los acompaña."
22,0,https://www.eluniversal.com.co/deportes/matheus-uribe-fue-detenido-por-esta-insolita-razon-IC7675039,Matheus Uribe fue detenido por esta insólita razón,"El colombiano Matheus Uribe, centrocampista en el Oporto, fue multado este jueves en Portugal en un control policial rutinario por conducir con documentación que no es válida en el país europeo, según medios locales.
 Uribe (Medellín, 1991) fue parado hoy por la Policía de Seguridad Pública lusa y multado al llevar la documentación colombiana, que es inválida en Portugal, explicó el periódico Jornal de Notícias.
 El hecho ocurrió cuando el futbolista conducía un BMW en la localidad de Vila Nova de Gaia, en el área metropolitana de Oporto, y fue abordado por un equipo policial en una operación de rutina. Lea aquí: Se actualiza el ranking FIFA, ¿en qué posición se encuentra Colombia?
 Uribe, internacional en 43 ocasiones con su selección, está en el último año de su actual contrato con el Oporto. Ha rechazado varias ofertas de clubes europeos y, según la prensa deportiva portuguesa, la renovación podría estar próxima."
24,0,https://actualidad.rt.com/actualidad/457376-arturo-char-renuncia-congreso-colombia-corrupcion-electoral,Arturo Char renuncia al Congreso de Colombia por su presunto nexo en caso de corrupción electoral,"El senador Arturo Char, del partido conservador Cambio Radical, renunció a su curul dentro del Congreso de Colombia, tras aparecer vinculado al escándalo de corrupción electoral por el que ya fue condenada la excongresista y prófuga de la justicia Aída Merlano.
 La carta de renuncia de Char, que fue enviada al presidente del Congreso, Roy Barreras, fue divulgada por medios colombianos, que mostraron el documento donde el político notifica sobre su ""renuncia irrevocable"".
 Char señala en el documento que enfocará toda su atención en defenderse en el proceso judicial que debe enfrentar, y asegura que es víctima de ""falsas acusaciones, injurias y calumnias""."
20,1,https://www.eluniversal.com.co/colombia/el-ultimatum-de-los-indigenas-arhuacos-al-presidente-gustavo-petro-XL7638752,El ultimátum de los indígenas arhuacos al presidente Gustavo Petro,"La comunidad indígena Arhuaca se movilizó desde la Sierra Nevada hasta Valledupar con el fin de adelantar una protesta contra el gobierno del presidente Gustavo Petro, y varios de sus miembros aseguraron que si no les atiende, bloquearán vías. Lea: Se sienten engañados en su dignidad: Gustavo Petro sobre comunidad Embera
 Esta es la primera vez, en lo que va de corrido del gobierno de Gustavo Petro, que un sector de los indígenas le realiza una protesta de este tipo por considerar que las banderas del cambio que enarbola no los identifica y porque no ha dado solución a sus problemas.
 Al caer la noche del martes, más de 4.000 nativos ya habían llegado a la capital del Cesar.
 Norey Quigua Izquierdo, vocero de la comunidad, dijo: El pueblo arhuaco se moviliza porque a más de siete meses de haber elegido nuestro cabildo gobernador, el gobierno se niega a expedir el respectivo registro, lo cual es como si en Colombia hubiéramos elegido un presidente y no tuviera la declaración del Consejo Nacional Electoral.
 Quigua Izquierdo consideró además que el pueblo arhuaco se está viendo vulnerado porque se están violando derechos fundamentales de la gente, como acceso a la salud, a la educación. Tenemos muchos jóvenes que, por no tener nuestro cabildo gobernador, no han podido acceder a la educación superior, no se han podido afiliar al sistema de salud y otros que no han podido definir su situación militar.
 El dirigente arhuaco insistió: Necesitamos que el ministro del Interior, Alfonso Prada, haga presencia aquí y nos sentemos a dialogar."
231,0,https://www.enter.co/colombia/invertir-en-plataformas-de-cannabis-medicinal-que-no-lo-estafen-como-a-ellos/,¿Invertir en plataformas de cannabis medicinal? Que no lo estafen como a ellos,"Al menos cinco personas de Bogotá, Chía y Boyacá, denuncian haber sido estafadas por la plataforma digital Kannabys City.Una de las víctimas visitó por metaverso los lotes de cannabis, invirtió 50 millones de pesos y tras meses; la plata no aparece y los ‘empresarios’ tampoco.
 
 Aunque sea una industria prometedora por el dinero que puede mover en el mundo y las exportaciones, el cannabis medicinal en Colombia apenas está empezando y hay que asesorarse muy bien a la hora de invertir en cultivos autorizados.
 
 W Radio hizo públicas las denuncias de cuatro ciudadanos que invirtieron en la plataforma Kannabys City, y fueron estafados. Supuestamente Kannabys City, es un fondo de inversión agrícola que “permite generar ingresos pasivos de manera diaria y retirarlos semanalmente, adquiriendo una participación en plantaciones de cannabis medicinal”.
 
 Pero según la experiencia de Daniel Gómez, Loretta Palomino, Diana Casallas, Emilia Intriago y otra mujer mencionada; este guión solo es una falsa promesa para robar el dinero a los incautos.
 
 El descaro es tal, que Kannabys City invitó a los inversores a conocer plantaciones de cannabis en Cundinamarca para que pudieran pisar el terreno, los cultivos y tomarse fotos.
 
 También, a través del metaverso, los ‘futuros accionistas’ podrían ver los lotes que adquirieron y hacer un seguimiento a las plantaciones. El discurso de engaño era que cuando se empezara a exportar el cannabis medicinal, ellos comenzarían a obtener sus ganancias.
 
 Las víctimas de la estafa aseguraron que invirtieron millones de pesos en este negocio. Sin embargo, hasta la fecha, no han recibido un peso ni tampoco una respuesta por parte de sus ‘socios’. Los supuestos empresarios desaparecieron hasta de las redes sociales.
 
 Por ejemplo, Daniel Gómez asegura que Kannabys City antes operaba bajo otro nombre y cuenta que los cultivos a los que los llevaban no eran propios: “Empresas en Colombia que tienen permiso para cultivar y exportar cannabis medicinal prestaron sus cultivos para poner publicidad y llevarnos a hacer un recorrido para mostrarnos que estaban ahí cultivos. Nosotros comíamos cuento pensando que estábamos invirtiendo en las plantas”.
 
 Gómez afirmó que lo más grave no es solamente el esquema de estafa piramidal, sino las empresas que tienen permiso legal para cultivar, prestaron sus instalaciones para el fraude.
 
 El ciudadano señaló que quienes se encargaron de traer este modelo a Colombia son Santiago Luna, Juan Diego Galeano y Marcela Souza, entre otros. Estas personas habrían difundido falsa información.
 
 También contó que han sido víctimas de amenazas: “Estamos siendo amenazados, estas personas tienen nuestra cédula, foto y ubicación, saben dónde vivo. Anoche me llegó una foto mía en la que decía: ‘violador de niños’. A muchas personas más las tienen amenazadas; contra sus familias”.
 
 Imagen: Internet"
151,0,https://www.mundodeportivo.com/freestyle/20230311/1001962334/fms-internacional-2023-directo-fase-final-ext-pau.html,"FMS Internacional 2023, en directo | Fase Final de Colombia","FAVORITOS Y REVELACIONES | Un evento de estas características cuenta con participantes de máximo nivel, pero dentro de ese gran nivel siempre hay rangos. 
 Gazir y Chuty son los grandes favoritos a hacerse con el título pero no son los únicos.
 Mecha, LoboEstepario, 
 Larrix y Mnak son algunos de los que la gente espera mucho por su nivel actual, y está claro que optan al título. 
 Además, por ser en Bogotá y por el nivel que tienen, Lokillo y Valles-T son outsiders que hay que tener en cuenta para el día de hoy y para el de mañana.
 SUSTITUTOS | El reemplazo de 
 Papo será Filósofo y el de Nekroos, basándose en la tabla de su liga, Blackcode. El peruano Stick será el responsable de suplir la ausencia de Jaze (por ser el siguiente en la tabla) y Zaina a 
 Aczino precisamente por haber sido su rival en la primera clasificación.
 BAJAS RELEVANTES | En esta FMS Internacional 2023 no estarán varios nombres ilustres, que además han sido campeones en sus ligas. 
 Aczino fue el primero en renunciar a esta gran cita por problemas de agenda. 
 Jaze también se 'bajó' del evento porque va a dar un paso al lado en el mundo del freestyle. A última hora, a los campeones de México y 
 Perú que ya hemos comentado, hay que sumar la baja del campeón argentino: Papo. Por último, Nekroos tampoco estará por enfermedad.
 MODALIDAD DE COMPETICIÓN | Para este primer día de la Final FMS Internacional 2023 habrá 12 enfrentamientos directos que dejarán 12 clasifcados para la gran final de mañana. 
 Los 12 participantes que pierdan en sus enfrentamientos tendrán la oportunidad de seguir vivos en el 'LastBullet' donde 3 MC's más se clasificarán para el domingo. 
 Los 12 ganadores, más los 3 cupos del 'LastBullet' y Gazir, vigente campeón, formarán los 16 competidores que se disputen el título. 
 JURADOS, HOST Y DJ | Para el primer día de FMS Internacional 2023 están definidos ya todos los participantes pero también tenemos claros quienes van a ser los encargados de llevar, el evento, ponerle sonido e impartir justicia. Son ellos: JURADOS: Estrimo (ESP), Fox (PER), Danger (MEX), Daro Dos Santos (ARG), Inefable (CHI) y Inefable (CHI)
 HOST: Nazo (COL) y Bekaesh (ESP) DJ: J Beat (COL) y Verse (ESP) PARTICIPANTES | La FMS tiene 25 freestylers clasificados y hoy competirán 24 de ellos, con 
 Gazir esperando como vigente campeón. Estos son los grandes protagonistas del evento por países: España: Gazir, Blon, Chuty, Mnak y Skone
 México: Lobo Estepario, Skiper, Zticma y Rapder Chile: Teorema, Nitro, Acertijo, Basek y Joqerr Perú: Stick, Vijay Kesh y Blackcode Colombia: Valles-T, Lokillo, Filósofo y Chang
 Argentina: Stuart, Larrix, Zaina y Mecha ---
 CUÁNDO Y DÓNDE | 
 La FMS Internacional 2022 se celebrará el 
 Bogotá, más concretamente en la 
 Gran Carpa Américas Corferias de Bogotá, a partir de las 22 hora española.
 ¡Muy bueeeeeenas tardes amigos y amigas de Mundo Deportivo!
 ¡Hoy comienza la 
 FMS Internacional 2022! La competición internacional de freestyle más importante del panorama aterriza en 
 Bogotá (Colombia) y contará con los mejores MC's del mundo. Tras la victoria de 
 Gazir el año pasado en 
 Madrid, el asturiano vuelve al ruedo para defender el título e intentar revalidarlo, en un evento en el que vuelve a partir como uno de los favoritos.
 ¿Are you ready? ¡Arrrrrrrrrrrancamos!"
